0.520508 0.443359 0.431641 0.421875 0.469727 0.509766 0.417969 0.375977 0.407227 0.555664 0.583008 0.34668 0.495117 0.426758 0.499023 0.450195 0.444336 0.4375 0.482422 0.53125 0.438477 0.46582 0.519531 0.27832 0.362305 0.40625 0.493164 0.481445 0.514648 0.524414 0.395508 0.486328 0.503906 0.400391 0.538086 0.379883 0.404297 0.507812 0.513672 0.5 0.34082 0.425781 0.477539 0.532227 0.472656 0.526367 0.501953 0.383789 0.321289 0.544922 0.493164 0.477539 0.423828 0.419922 0.509766 0.485352 0.412109 0.55957 0.487305 0.452148 0.479492 0.383789 0.523438 0.368164
0.478516 0.37207 0.439453 0.477539 0.533203 0.543945 0.375977 0.414062 0.40625 0.564453 0.617188 0.352539 0.454102 0.413086 0.533203 0.460938 0.398438 0.373047 0.530273 0.602539 0.478516 0.479492 0.510742 0.344727 0.333008 0.413086 0.40918 0.458008 0.511719 0.511719 0.447266 0.432617 0.492188 0.438477 0.473633 0.356445 0.397461 0.451172 0.571289 0.550781 0.362305 0.474609 0.513672 0.492188 0.421875 0.509766 0.560547 0.419922 0.380859 0.53125 0.469727 0.454102 0.399414 0.367188 0.542969 0.362305 0.456055 0.499023 0.480469 0.402344 0.461914 0.413086 0.480469 0.392578
0.442383 0.501953 0.476562 0.486328 0.535156 0.459961 0.488281 0.473633 0.477539 0.504883 0.556641 0.445312 0.525391 0.505859 0.539062 0.489258 0.481445 0.446289 0.52832 0.501953 0.513672 0.467773 0.537109 0.448242 0.466797 0.500977 0.435547 0.455078 0.466797 0.515625 0.43457 0.447266 0.485352 0.490234 0.458984 0.49707 0.421875 0.463867 0.506836 0.5 0.430664 0.483398 0.533203 0.451172 0.485352 0.485352 0.507812 0.444336 0.467773 0.516602 0.511719 0.429688 0.441406 0.418945 0.520508 0.453125 0.449219 0.477539 0.521484 0.452148 0.496094 0.421875 0.453125 0.430664
0.493164 0.438477 0.436523 0.373047 0.501953 0.542969 0.422852 0.387695 0.386719 0.568359 0.630859 0.341797 0.461914 0.388672 0.486328 0.451172 0.382812 0.413086 0.484375 0.53125 0.416992 0.458984 0.483398 0.22168 0.319336 0.402344 0.495117 0.553711 0.525391 0.519531 0.401367 0.467773 0.480469 0.359375 0.560547 0.331055 0.384766 0.506836 0.507812 0.544922 0.321289 0.371094 0.433594 0.53125 0.489258 0.470703 0.558594 0.370117 0.28418 0.584961 0.510742 0.500977 0.405273 0.416992 0.458008 0.462891 0.408203 0.519531 0.483398 0.402344 0.467773 0.417969 0.563477 0.337891
0.490234 0.481445 0.46582 0.428711 0.50293 0.496094 0.485352 0.481445 0.485352 0.519531 0.546875 0.469727 0.446289 0.427734 0.463867 0.470703 0.47168 0.446289 0.460938 0.520508 0.433594 0.466797 0.469727 0.381836 0.431641 0.449219 0.510742 0.537109 0.470703 0.462891 0.429688 0.508789 0.47168 0.460938 0.5 0.432617 0.40625 0.504883 0.47168 0.507812 0.419922 0.444336 0.458984 0.498047 0.524414 0.496094 0.496094 0.464844 0.421875 0.507812 0.487305 0.533203 0.483398 0.453125 0.50293 0.509766 0.445312 0.46875 0.464844 0.475586 0.466797 0.435547 0.535156 0.450195
0.435547 0.508789 0.467773 0.491211 0.541992 0.439453 0.481445 0.469727 0.482422 0.503906 0.575195 0.424805 0.52832 0.507812 0.539062 0.493164 0.490234 0.442383 0.536133 0.521484 0.522461 0.464844 0.555664 0.435547 0.457031 0.516602 0.438477 0.442383 0.464844 0.514648 0.414062 0.439453 0.490234 0.49707 0.458008 0.510742 0.397461 0.453125 0.527344 0.503906 0.414062 0.492188 0.550781 0.456055 0.479492 0.491211 0.501953 0.425781 0.470703 0.523438 0.509766 0.415039 0.430664 0.402344 0.536133 0.4375 0.438477 0.47168 0.516602 0.460938 0.499023 0.390625 0.451172 0.414062
0.519531 0.480469 0.452148 0.426758 0.518555 0.511719 0.453125 0.439453 0.453125 0.522461 0.570312 0.433594 0.474609 0.446289 0.5 0.459961 0.464844 0.431641 0.490234 0.513672 0.444336 0.459961 0.501953 0.359375 0.412109 0.427734 0.466797 0.52832 0.47168 0.487305 0.427734 0.488281 0.49707 0.461914 0.500977 0.413086 0.400391 0.517578 0.509766 0.493164 0.393555 0.442383 0.458984 0.484375 0.505859 0.503906 0.505859 0.46875 0.405273 0.512695 0.493164 0.516602 0.478516 0.447266 0.510742 0.494141 0.446289 0.490234 0.493164 0.46875 0.477539 0.43457 0.523438 0.424805
0.399414 0.400391 0.484375 0.490234 0.514648 0.492188 0.447266 0.441406 0.44043 0.558594 0.603516 0.431641 0.479492 0.435547 0.456055 0.504883 0.40332 0.401367 0.501953 0.573242 0.453125 0.435547 0.447266 0.335938 0.335938 0.448242 0.5 0.463867 0.553711 0.536133 0.389648 0.472656 0.420898 0.436523 0.500977 0.375 0.386719 0.439453 0.477539 0.527344 0.393555 0.412109 0.521484 0.469727 0.46582 0.519531 0.520508 0.366211 0.373047 0.574219 0.504883 0.422852 0.366211 0.387695 0.518555 0.446289 0.426758 0.503906 0.488281 0.408203 0.549805 0.400391 0.501953 0.379883
0.455078 0.489258 0.432617 0.442383 0.532227 0.498047 0.453125 0.415039 0.427734 0.554688 0.59668 0.366211 0.541016 0.495117 0.567383 0.439453 0.47168 0.413086 0.516602 0.499023 0.485352 0.438477 0.570312 0.333008 0.419922 0.442383 0.40332 0.450195 0.458984 0.524414 0.392578 0.444336 0.504883 0.444336 0.458984 0.436523 0.375977 0.489258 0.501953 0.49707 0.334961 0.458008 0.527344 0.470703 0.475586 0.50293 0.49707 0.398438 0.375 0.523438 0.519531 0.410156 0.416016 0.373047 0.539062 0.473633 0.407227 0.505859 0.517578 0.417969 0.459961 0.360352 0.457031 0.383789
0.53418 0.473633 0.430664 0.387695 0.503906 0.474609 0.417969 0.402344 0.422852 0.539062 0.634766 0.351562 0.451172 0.387695 0.449219 0.457031 0.46582 0.431641 0.486328 0.576172 0.412109 0.446289 0.53125 0.234375 0.336914 0.435547 0.547852 0.535156 0.495117 0.458984 0.353516 0.480469 0.514648 0.419922 0.543945 0.375977 0.326172 0.516602 0.561523 0.5 0.311523 0.430664 0.461914 0.567383 0.492188 0.525391 0.472656 0.366211 0.345703 0.546875 0.477539 0.529297 0.454102 0.433594 0.521484 0.472656 0.40625 0.499023 0.439453 0.508789 0.482422 0.351562 0.583984 0.351562
